"ch43tab";"i.id0";"ET";"i.name.no";"Status";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"ECT2";"Egenskap";"Dir";"Ref.verdi";"Merknad";"i.description";"i.cpl.issues";"i.comments.all"
"mar";"ES100";"";"Hurlberts indeks marin bløtbunnsfauna";"2";"NIVA + Vannmiljø";;"1";"annet";"B1b";"B1b";"bm";"p";"mdc";"";"Index based on expected number of species one will find in a sample based on a certain number of randomly selected individuals. ES100 shows the most likely number of species among 100 individuals";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"NSI";"";"Norsk sensitivitetsindeks (NSI) marin bløtbunnsfauna";"2";"NIVA + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"?";"Index is is calculated by averaging the sensitivity values ​​of all individuals in the sample";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"NQI1";"";"Norsk kvalitetsindeks (NQI1) marin bløtbunnsfauna";"2";"NIVA + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The Norwegian Quality Index NQI1 is an intercalibrated combination index. The sensitivity index AMBI and the species diversity index SN are included in NQI1";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"ISI";"";"Den gjennomsnittlige sensitivitetsverdien til de taksa som forekommer i prøven";"2";"NIVA + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The index value of a sample is defined as the average sensitivity value (ES100min5) of the taxa occurring in the sample. The index only takes into account the presence/absence of species.";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"TOC63";"";"Normalisert totalt organisk karbon (TOC)  i sediment";"2";"NIVA + Vannmiljø";;"1";"annet";"A2";"A2";"bm";"n";"mdc";"";"Normalized TOC in sediments in the top layer (0-1 cm) is a Supporting parameter used for state classification of TOC in sediment. TOC content is normalised against % content of particles <63µm in the sediment sample (measured as TOC + 18*(1-F), where F is the proportion of fine particles <63µm).";"";" ### d.spat.res: May vary from 1 to 6 (12?) for time-series data (?). Assessment based on one sampling occation during years with monitoring ## d.them.scope: coastal water-bodies"
"mar";"KLFA";"";"Klorofyll planteplankton";"2";"NIVA (Birger Skjelbred) + Vannmiljø";;"1";"annet";"B2";"B2, B3";"pr";"n";"mdc";"";"Chlorophyll a, spectrophotometric measurement of chlorophyll a after extraction with 90% acetone or 100% methanol. (There is also an in situ fluorescence measurement method, KLFA-FLU, which is not (yet) used for classifying conditions according to WFD.)";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"mar";"MPNEQR_E";"";"Marint planteplankton nEQR eutrofiering";"2";"NIVA  + Vannmiljø";;"1";"annet";"B2";"B2, B3";"pr";"p";"mdc";"";"The indicator is a measure of total phytoplankton biomass in coastal water, based on concentration of the plant pigment Chla, indicating eutrophication. The classification using chlorophyll a must be done after calculating the 90 percentile based on the mean value of the measurements from 0, 5 and 10 m from each sampling. Intercalibrated for water types in Ecoregions Skagerak, North sea north, and Norwegian sea south";"";"Reference data is bases on Molvær et al (1997) and expert judgement.  Intercalibrated for water types in Skagerak, North Sea and Norwegian Sea ### i.host: Mats Gunnar Walday: Klassifiseringen ved bruk av klorofyll a skal gjøres etter beregning av 90persentil basert på middelverdien av målingene fra 0, 5 og 10m fra hver prøvetaking. ## d.spat.res: May vary from 1 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## r.hea: For all WFD indicators, r.dir=pos when calculating EQR and nEQR, regardless the shape of the relationship between the variable/index and underlying normative interpretation."
"mar";"overall chemical status";"";"Kjemisk tilstand (god eller dårlig)";"2";"Vann-nett";;"1";"annet";"A2";"A2";"";"n?";"abs";"Høyere verdi indikerer dårligere tilstand";"Overall status (good or bad) providing a summary of  the status for 45 priority substances and several regionally relevant (ecoregion / river-basin specific) chemical substances. Exceedance of the environmental quality standard  (EQS, given both as yearly mean and maximum vualue) for one of the substances is sufficient to determine the chemical status as bad. The chemical status is not given as a numerical value.";"early aggregation (q)";" ### d.them.scope: water body (river, lake or coastal waters) ## r.hea: not relevant if we only want to differenciate/use 'good' or 'not good' chemical status"
"mar";"overall ecol status";"";"Økologisk tilstand (nEQR)";"2";"Vann-nett";;"1";"annet";"xx";"xx";"";"p";"na";"";"Overall ecological status (given as nEQR) providing a summary of a variety of variables that represents biological and supporting physico-chemical, chemical and hyrdromorphological, quality-elements and different types of pressures (i.e. nutrient/organic matter loading, acidification). River-basin specific chemical substances are also included as supporting elements in the Overall ecological status; exceedance of the environmental quality standard (EQS) for one of the River-basin specific chemical substances can reduce the overall ecological status to 'Moderate'.";"early aggregation (q), composite index (a), unclear link to ECT (i)";" ### d.them.scope: water body (river, lake or coastal waters)"
"mar";"e.10.1";"";"Nutrient concentration (Total nitrogen)";"V";"";;;"";"A2";"A2";"";"n";"";"";"Nutrient concentration (Total nitrogen) Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"";" ### "
"mar";"e.10.2";"";"Nutrient concentration (Total phosphorus)";"V";"";;;"";"A2";"A2";"";"n";"";"";"Nutrient concentration (Total phosphorous) Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"";" ### "
"mar";"e.10.3";"";"Chlorophyll-a concentration";"V";"";;;"";"B2";"B2, B3";"";"n";"";"";"Chlorophyll-a concentration Note that an average value may not be meaningful – in these cases the indicator may be assessed by eco-region or ecosystem type";"unclear directionality (d)";"BC: (dir) I think in the general case (all water bodies in all EU) this could be a hump-shaped (opt) relationship, too. ### "
"mar";"e.10.4, e.12.3";"";"Percentage of species with good population status";"V";"";;;"";"xx";"xx, B1b";"";"p";"";"";"Percentage of species with good population status";"early aggregation (q)";"BC: (1) Is there any taxonomic scope for this indicator? (IMHO there should be some focus specified in the name, and if it covers multiple distinct taxa/guilds then it should be broken up into several indicators) (2) Could this/these HD-based variables be relevant for other ETs? ### "
"mar";"e.12.1";"";"Marine floating litter";"V";"";;;"";"A1";"A1, A2";"";"n";"";"";"Marine macrolitter & microlitter (floating litter)";"";"BC: should macro and microlitter be two separate indicators? (as also suggested by the unit) ### "
"mar";"e.12.2";"";"Global mean surface seawater acidity";"V";"";;;"";"A2";"A2";"";"p";"";"";"Global mean surface seawater acidity";"";"BC: (Dir) Increasing acidification = decresaing pH -- so the pH-condition relationship is positive! (indeed, a confusing one) ### "
"mar";"e.12.4";"";"Number of (newly-introduced) non-indigenous species";"V";"";;;"";"B1a";"B1a";"";"n";"";"";"Number of (newly-introduced) non-indigenous species";"unclear sp./temp. ref. (n)";"BC: a similar indicator can be relevant for other (aquatic) ETs too ### "
"mar";"e.12.5";"";"Spawning stock biomass BMSY of commercial fish and shellfish";"V";"";;;"";"B3";"B3, B1a, B1a";"";"p";"";"";"Spawning stock biomass BMSY (biomass producing maximum sustainable yield) of commercial fish and shellfish";"conflated with services (s), unclear sp./temp. ref. (n)";"BC: (name) BMSY (biomass producing maximum sustainable yield) is the reference level (a very meaningful one!). But in most cases we don't add the RL to the name of the variable, so I would recommend simplifying this name to ""Spawning stock biomass of commercial fish and shellfish"". ### "
"mar";"e.12.6";"";"Adversely affected benthic habitats";"V";"";;;"";"xx";"xx, C1";"";"n";"";"";"Adversely affected benthic habitats (as defined in the Marine Strategy Framework Directive)";"early aggregation (q), unclear link to ECT (i)";"BC: I am not sure that this is a ""C1 seascape-scale"" indicator (probably rather a B2 (structural) one, depending on what it actually measures). (I think that (similar) indicators of benthic vegetation(?) integrity(?) could also be relevant for lakes (if data allow)) ### "
"mar";"e.12.7";"";"Ocean surface temperature";"V";"";;;"";"A1";"A1";"";"u";"";"";"Ocean surface temperature";"lack of sensitivity (stable) (x)";" ### "
